timestamp,ego_velocity_magnitude,npc1_velocity_magnitude,ego_npc_distance,ego_perception_distance,closest_perception_velocity,ego_position_x,ego_position_z,npc1_position_x,npc1_position_z,perception_object_count,ego_velocity_lateral,npc1_velocity_lateral,closest_perception_velocity_lateral
11.6999998092651,0.0,0.0,13.94868244190272,15.305902326459261,0.22819607439940603,-436.714141845703,-19.2814064025879,-418.102844238281,-18.928539276123,1,0.0,0.0,-0.000231820109792866
11.75,0.0,0.0,13.948683180964869,,,-436.714141845703,-19.2814064025879,-418.102844238281,-18.928539276123,0,0.0,0.0,
11.8000001907349,0.0,0.0,13.94868345779948,,,-436.714141845703,-19.2814044952393,-418.102844238281,-18.928539276123,0,0.0,0.0,
11.8500003814697,0.0,0.0,13.948683641938155,15.278686920546551,0.10571347698071654,-436.714141845703,-19.281400680542,-418.102844238281,-18.928539276123,1,0.0,0.0,-9.98752022968379e-05
11.9000005722046,0.0,0.0,13.948684134648627,,,-436.714141845703,-19.281400680542,-418.102844238281,-18.928539276123,0,0.0,0.0,
11.9499998092651,0.0,0.0,13.948684534663538,15.29072076282149,0.10571347698071654,-436.714141845703,-19.2813987731934,-418.102844238281,-18.928539276123,1,0.0,0.0,-9.98752022968379e-05
12.0,0.0,0.0,13.948684781019498,,,-436.714141845703,-19.2813987731934,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.0500001907349,0.0,0.0,13.948655198603543,15.264662083426131,0.0023499162148744343,-436.714111328125,-19.2813987731934,-418.102844238281,-18.928539276123,1,0.0,0.0,4.10943885933193e-06
12.1000003814697,0.0,0.0,13.94865606085395,,,-436.714111328125,-19.2813987731934,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.1500005722046,0.0,0.0,13.948656553569622,15.272406567185119,0.009693594164960427,-436.714111328125,-19.2813987731934,-418.102844238281,-18.928539276123,1,0.0,0.0,2.04402611119029e-05
12.1999998092651,0.0,0.0,13.948656830410483,,,-436.714111328125,-19.2813968658447,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.25,0.0,0.0,13.94865710725209,15.280064226219478,0.0027060243727889126,-436.714111328125,-19.2813949584961,-418.102844238281,-18.928539276123,1,0.0,0.0,-6.64025156196793e-06
12.3000001907349,0.0,0.0,13.948657969508856,,,-436.714111328125,-19.2813949584961,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.3500003814697,0.0,0.0,13.948657691421758,15.290865457646303,0.018506316875398686,-436.714111328125,-19.2813892364502,-418.102844238281,-18.928539276123,1,0.0,0.0,-4.81113995288442e-05
12.4000005722046,0.0,0.0,13.948658307321129,,,-436.714111328125,-19.2813892364502,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.4499998092651,0.0,0.0,13.948659076887257,15.294996702813725,0.022631154438234657,-436.714111328125,-19.2813873291016,-418.102844238281,-18.928539276123,1,0.0,0.0,-5.32432682130061e-05
12.5,0.0,0.0,13.948629371306525,,,-436.714080810547,-19.2813873291016,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.5500001907349,0.0,0.0,13.948629864029861,15.295321807441217,0.018514878110775408,-436.714080810547,-19.2813873291016,-418.102844238281,-18.928539276123,1,0.0,0.0,-4.70604402075275e-05
12.6000003814697,0.0,0.0,13.9486302640588,,,-436.714080810547,-19.2813854217529,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.6500005722046,0.0,0.0,13.948630879965195,15.294458274883251,0.012603340887482738,-436.714080810547,-19.2813854217529,-418.102844238281,-18.928539276123,1,0.0,0.0,-3.36647743269351e-05
12.6999998092651,0.0,0.0,13.948631619054684,,,-436.714080810547,-19.2813854217529,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.75,0.0,0.0,13.948632111781993,15.300538055922225,0.021016480205415394,-436.714080810547,-19.2813854217529,-418.102844238281,-18.928539276123,1,0.0,0.0,-5.64050073236452e-05
12.8000001907349,0.0,0.0,13.9486328508746,,,-436.714080810547,-19.2813854217529,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.8500003814697,0.0,0.0,13.948633466786562,15.307641008343785,0.028199894164807223,-436.714080810547,-19.2813854217529,-418.102844238281,-18.928539276123,1,0.0,0.0,-7.85748871301345e-05
12.9000005722046,0.0,0.0,13.948603761220213,,,-436.714050292969,-19.2813854217529,-418.102844238281,-18.928539276123,0,0.0,0.0,
12.9499998092651,0.0,0.0,13.948604284440044,15.30562318773071,0.01884951001097304,-436.714050292969,-19.2813835144043,-418.102844238281,-18.928539276123,1,0.0,0.0,-5.66727670758213e-05
13.0,0.0,0.0,13.948604900356402,,,-436.714050292969,-19.2813835144043,-418.102844238281,-18.928539276123,0,0.0,0.0,
13.0500001907349,0.0,0.0,13.948605084517258,15.301544283282892,0.008431479054411089,-436.714050292969,-19.281379699707,-418.102844238281,-18.928539276123,1,0.0,0.0,-2.77005196642077e-05
13.1000003814697,0.0,0.0,13.94860570043576,,,-436.714050292969,-19.281379699707,-418.102844238281,-18.928539276123,0,0.0,0.0,
13.1500005722046,0.0,0.0,13.948606316355615,,,-436.714050292969,-19.281379699707,-418.102844238281,-18.928539276123,0,0.0,0.0,
13.1999998092651,0.20122485210578442,0.0,13.9491931072893,,,-436.714538574219,-19.2828540802002,-418.102844238281,-18.928539276123,0,0.201095879077911,0.0,
13.25,0.41185654399575194,0.0,13.948126796563034,,,-436.713562011719,-19.2819843292236,-418.102844238281,-18.928539276123,0,0.41096767783165,0.0,
13.3000001907349,0.40682589104740574,0.0,13.945782487757306,,,-436.711242675781,-19.2816429138184,-418.102844238281,-18.928539276123,0,0.403702169656754,0.0,
13.3500003814697,0.3017680890304984,0.0,13.942164783090877,,,-436.707641601563,-19.2811946868896,-418.102844238281,-18.928539276123,0,0.290568560361862,0.0,
13.4000005722046,0.18388973022560906,0.0,13.937035457515094,,,-436.702545166016,-19.2803916931152,-418.102844238281,-18.928539276123,0,0.140681445598602,0.0,
13.4499998092651,0.15985579146247364,0.0,13.929983627425505,,,-436.695556640625,-19.2791004180908,-418.102844238281,-18.928539276123,0,0.00735390186309814,0.0,
